0.9999692 -0.0078539  0.0000000
0.01493454827169    1.90148664551025   -6.81239049851919
   0.01500062901461    1.90990013401349   -6.80484720374333
   0.01511339687802    1.92425788909404   -6.79641191299634
   0.01512342429590    1.92553459333959   -6.79542868644956
   0.01523955591166    1.94032062586461   -6.79091424376707
   0.01535600881706    1.95514756541548   -6.78627921473645
   0.01544433875224    1.96639385081382   -6.78178786787882
   0.01547304659747    1.97004897203460   -6.78007722298531
   0.01558999725114    1.98493928556113   -6.77525631606630
   0.01570570992678    1.99967197807042   -6.77063854961890
   0.01579343942273    2.01084181474244   -6.76683964322903
   0.01582416269467    2.01475354278630   -6.76503174175962
   0.01593987786081    2.02948655238868   -6.76057609328875
   0.01605732620823    2.04444023294866   -6.75654116958915
   0.01615814223019    2.05727626360187   -6.75202802511627
   0.01617354992166    2.05923799147124   -6.75111576673091
   0.01629067385602    2.07415036732655   -6.74571362096663
   0.01640673347251    2.08892723280830   -6.74183849673954
   0.01652065356444    2.10343169116411   -6.73801087388325
   0.01653097961862    2.10474641818240   -6.73744533884595
   0.01663860021659    2.11844881654729   -6.73247641784694
   0.01675461995413    2.13322060458828   -6.72600634831510
   0.01681208683751    2.14053736498268   -6.72229503928776
   0.01687058296703    2.14798517037119   -6.71768075258781
   0.01698676685384    2.16277785811585   -6.70934652887779
   0.01700869221399    2.16556942427315   -6.70749659537057
   0.01710342194834    2.17763054065321   -6.70004357380050
   0.01721228873334    2.19149160521692   -6.69250023224476
   0.01721970252296    2.19243553881939   -6.69159494773498
   0.01733681055111    2.20734588947543   -6.68236585082360
   0.01739512400693    2.21477043660416   -6.67770662239652
   0.01745388327129    2.22225174467237   -6.67303232374450
   0.01757018155020    2.23705899697229   -6.66469049195102
   0.01759199246164    2.23983599136692   -6.66284976758187
   0.01768672249272    2.25189714552750   -6.65539778272435
   0.01778850987258    2.26485685076628   -6.64789841167209
   0.01780456545992    2.26690106960432   -6.64601368132649
   0.01791956525162    2.28154299677744   -6.63790253466555
   0.01798607884090    2.29001159585848   -6.63305741101429
   0.01803738286277    2.29654369248896   -6.62850690642426
   0.01815095539934    2.31100389963103   -6.62032882311680
   0.01818300854999    2.31508494960991   -6.61813461733966
   0.01827015517424    2.32618057427843   -6.61087901400277
   0.01837264854807    2.33923016761259   -6.60329551761235
   0.01838725954817    2.34109045967320   -6.60234712121830
   0.01850366480049    2.35591133197065   -6.59399870950127
   0.01856938088842    2.36427839211379   -6.58842012119711
   0.01862068218299    2.37081014149988   -6.58386968374229
   0.01873426214096    2.38527129354532   -6.57569488116846
   0.01875923891814    2.38845137019604   -6.57354870756919
   0.01885400519391    2.40051713908013   -6.56620290226361
   0.01896222187539    2.41429543159352   -6.55869124366588
   0.01896964693450    2.41524080004372   -6.55778683152181
   0.01908665206264    2.43013804933120   -6.54845802921803
   0.01912845957833    2.43546103810433   -6.54403899328405
   0.01920122162671    2.44472519934791   -6.53564764950251
   0.01925870504488    2.45204406497368   -6.52913144441349
   0.01931699434308    2.45946553632281   -6.52168499134443
   0.01936843214827    2.46601466642451   -6.51429376816232
   0.01943400746267    2.47436380309368   -6.50591677232872
   0.01948454521576    2.48079833735921   -6.49944450661631
   0.01955022802902    2.48916116092549   -6.49014947186646
   0.01959428941626    2.49477111563619   -6.48450781182190
   0.01966715042079    2.50404787610890   -6.47520059399035
   0.01971043631180    2.50955909360240   -6.46965617979859
   0.01978339567485    2.51884837721469   -6.45943001128671
   0.01981974398409    2.52347629252484   -6.45476062488262
   0.01989954010454    2.53363604122628   -6.44448176531195
   0.01993627385284    2.53831303115293   -6.43977605093615
   0.02001642018746    2.54851736959033   -6.42953900203451
   0.02005205181280    2.55305403574858   -6.42496283306351
   0.02013197037169    2.56322937347589   -6.41376995572369
   0.02016257840304    2.56712642893393   -6.40987043018831
   0.02025113989081    2.57840219591583   -6.39793697667569
   0.02027167565841    2.58101683729272   -6.39529908267739
   0.02036593439206    2.59301798523425   -6.38222004634739
   0.02038112966880    2.59495266817673   -6.38026966471273
   0.02048313320580    2.60793989483249   -6.36724222973654
   0.02049734026799    2.60974875697711   -6.36542245901018
   0.02059969530522    2.62278073711218   -6.35142188761102
   0.02060698124869    2.62370839317265   -6.35049139669675
   0.02071627043704    2.63762323869439   -6.33653421364058
   0.02072355636708    2.63855089304427   -6.33560374898726
   0.02080929944886    2.64946781681015   -6.32105509049035
   0.02083077711340    2.65220238176307   -6.31730252665380
   0.02087369072884    2.65766620063323   -6.30640698933031
   0.02088128873468    2.65863358889213   -6.29197012826624
   0.02087422678330    2.65773445180383   -6.27733947712028
   0.02086672724444    2.65677960049303   -6.26242334885732
   0.02085222142609    2.65493270031403   -6.24759367053712
   0.02084011219004    2.65339093619717   -6.23256470744163
   0.02082994634619    2.65209660737141   -6.22429900263922
   0.02082267219614    2.65117045286613   -6.21777080149036
   0.02081056892825    2.64962944862275   -6.20273135711761
   0.02079339665203    2.64744305146360   -6.18800801701425
   0.02078407036529    2.64625561617177   -6.17303677076855
   0.02077045415584    2.64452198218732   -6.15801115610031
   0.02075479465746    2.64252819392492   -6.14329996867538
   0.02072696971949    2.63898548563491   -6.12834446251066
   0.02071799117607    2.63784232548714   -6.12582092030192
   0.02066725985213    2.63138314552297   -6.11343358173195
   0.02060287968159    2.62318617616728   -6.10035282333294
   0.02059010289181    2.62155941821620   -6.09833480424501
   0.02051349778835    2.61180595406369   -6.08375015619789
   0.02048549802899    2.60824098728139   -6.07889933435489
   0.02042790913431    2.60090869224463   -6.06860374571543
   0.02036806849103    2.59328970156722   -6.05849635127944
   0.02033971571729    2.58967978852185   -6.05369017515665
   0.02025939447109    2.57945318010873   -6.03875648460775
   0.02025285891754    2.57862106469685   -6.03775531055286
   0.02017686172099    2.56894500006466   -6.02403670499279
   0.02013459300711    2.56356329092185   -6.01637890056176
